title;artist;feeling
Le Freak;Chic;Indifferent
Lost In The Supermarket;Clash;Indifferent
Money Changes Everything;Cyndi Lauper;Indifferent
Lowrider;Cypress Hill;Indifferent
World In My Eyes;Depeche Mode;Indifferent
Barely Breathing;Duncan Sheik;Indifferent
Lost;Emma S Mini;Indifferent
Going In;Jade Leary;Indifferent
Been Caught Stealing;Janes Addiction;Indifferent
Highway Chile;Jimi Hendrix;Indifferent
Solipsism;Joram;Indifferent
Deuce;Kiss;Indifferent
Funky Stuff;Kool And The Gang;Indifferent
Gimme That Wine;Lambert Hendricks And Ross;Indifferent
Golden Key;Monoide;Indifferent
Monsters Of The Id;Mose Allison;Indifferent
Western Hero;Neil Young And Crazy Horse;Indifferent
I M Alive;Nova Express;Indifferent
Livin For The Weekend;Ojays;Indifferent
Dragaicuta;Panacea;Indifferent
Yellow Ledbetter;Pearl Jam;Indifferent
What S Wrong With My Footm;Pizzle;Indifferent
Jerry Was A Race Car Driver;Primus;Indifferent
Maggies Farm;Rage Against The Machine;Indifferent
Answering Machine;Replacements;Indifferent
Nearly Lost You;Screaming Trees;Indifferent
Rocket;Smashing Pumpkins;Indifferent
Teen Age Riot;Sonic Youth;Indifferent
Pulling Mussels From The Shell;Squeeze;Indifferent
Fox On The Run;Sweet;Indifferent
I Should Be Allowed To Think;They Might Be Giants;Indifferent
Yedi Tekrar;Tim Rayborn;Indifferent
I Wont Back Down;Tom Petty;Indifferent
Pearly Queen;Traffic;Indifferent
Christiansands;Tricky;Indifferent
Nocturne;West Exit;Indifferent
Pressure;Wicked Boy;Indifferent
Leave It;Yes;Indifferent
Gimme That Wine;Lambert Hendricks And Ross;Jazz
Walk On The Wild Side;Lou Reed;Jazz
Blue In Green;Miles Davis;Jazz
Monsters Of The Id;Mose Allison;Jazz
Smooth Operator;Sade;Jazz
Big Lie Small World;Sting;Jazz
S.O.S.;Abba;Light
Sexy Boy;Air;Light
Windy;Association;Light
Matchbox;Carl Perkins;Light
Eye Know;De La Soul;Light
September;Earth Wind And Fire;Light
Les Vieux;Jacques Brel;Light
Great Balls Of Fire;Jerry Lee Lewis;Light
Boom Boom;John Lee Hooker;Light
Funky Stuff;Kool And The Gang;Light
Gimme That Wine;Lambert Hendricks And Ross;Light
Walk On The Wild Side;Lou Reed;Light
Hotter Than That;Louis Armstrong;Light
A Little Bit Me A Little Bit You;Monkees;Light
Golden Key;Monoide;Light
Give It Away;Red Hot Chili Peppers;Light
Smooth Operator;Sade;Light
Cruisin;Smokey Robinson;Light
Stop;Spice Girls;Light
Pride And Joy;Stevie Ray Vaughan;Light
Headstart For Happiness;Style Council;Light
I Should Be Allowed To Think;They Might Be Giants;Light
Wise Up;Aimee Mann;Light Beat
Brick;Ben Folds Five;Light Beat
Turn The Page;Bob Seger;Light Beat
Take A Message To Mary;Everly Brothers;Light Beat
Les Vieux;Jacques Brel;Light Beat
Enter From The East;Jewel;Light Beat
The Man Comes Around;Johnny Cash;Light Beat
Gimme That Wine;Lambert Hendricks And Ross;Light Beat
Walk On The Wild Side;Lou Reed;Light Beat
Bound To Fall;Manassas;Light Beat
Blue In Green;Miles Davis;Light Beat
A Little Bit Me A Little Bit You;Monkees;Light Beat
Western Hero;Neil Young And Crazy Horse;Light Beat
Dragaicuta;Panacea;Light Beat
Answering Machine;Replacements;Light Beat
Smooth Operator;Sade;Light Beat
I Shall Believe;Sheryl Crow;Light Beat
Music Of Waters;Shira Kammen;Light Beat
The Only Living Boy In New York;Simon And Garfunkel;Light Beat
Big Lie Small World;Sting;Light Beat
Sexy Boy;Air;Lighthearted
Matchbox;Carl Perkins;Lighthearted
Le Freak;Chic;Lighthearted
Eye Know;De La Soul;Lighthearted
September;Earth Wind And Fire;Lighthearted
Been Caught Stealing;Janes Addiction;Lighthearted
Great Balls Of Fire;Jerry Lee Lewis;Lighthearted
Boom Boom;John Lee Hooker;Lighthearted
Funky Stuff;Kool And The Gang;Lighthearted
Gimme That Wine;Lambert Hendricks And Ross;Lighthearted
Hotter Than That;Louis Armstrong;Lighthearted
A Little Bit Me A Little Bit You;Monkees;Lighthearted
Livin For The Weekend;Ojays;Lighthearted
Give It Away;Red Hot Chili Peppers;Lighthearted
Smooth Operator;Sade;Lighthearted
Cruisin;Smokey Robinson;Lighthearted
Gimme Some Lovin;Spencer Davis Group;Lighthearted
Stop;Spice Girls;Lighthearted
Pride And Joy;Stevie Ray Vaughan;Lighthearted
Everybody Wants To Rule The World;Tears For Fears;Lighthearted
I Should Be Allowed To Think;They Might Be Giants;Lighthearted
S.O.S.;Abba;Like
Windy;Association;Like
Brick;Ben Folds Five;Like
Turn The Page;Bob Seger;Like
I Fought The Law;Bobby Fuller Four;Like
Mr. Soul;Buffalo Springfield;Like
Perhaps, Perhaps, Perhaps;Cake;Like
Tribulation;Dennis Brown;Like
September;Earth Wind And Fire;Like
Lost;Emma S Mini;Like
Say You Love Me;Fleetwood Mac;Like
Hammering In My Head;Garbage;Like
Going In;Jade Leary;Like
Been Caught Stealing;Janes Addiction;Like
Great Balls Of Fire;Jerry Lee Lewis;Like
Enter From The East;Jewel;Like
The Man Comes Around;Johnny Cash;Like
Solipsism;Joram;Like
Funky Stuff;Kool And The Gang;Like
Hotter Than That;Louis Armstrong;Like
Words Of Love;Mamas And The Papas;Like
Whats Going On;Marvin Gaye;Like
Blue In Green;Miles Davis;Like
Golden Key;Monoide;Like
I M Alive;Nova Express;Like
Livin For The Weekend;Ojays;Like
Yellow Ledbetter;Pearl Jam;Like
Hit The Road Jack;Ray Charles;Like
Give It Away;Red Hot Chili Peppers;Like
Smooth Operator;Sade;Like
Teen Age Riot;Sonic Youth;Like
Pulling Mussels From The Shell;Squeeze;Like
Pride And Joy;Stevie Ray Vaughan;Like
Everybody Wants To Rule The World;Tears For Fears;Like
Yedi Tekrar;Tim Rayborn;Like
I Wont Back Down;Tom Petty;Like
Wild Spring Apples;Touchinggrace;Like
Elenore;Turtles;Like
Wise Up;Aimee Mann;Low Energy
Turn The Page;Bob Seger;Low Energy
Take A Message To Mary;Everly Brothers;Low Energy
Enter From The East;Jewel;Low Energy
Walk On The Wild Side;Lou Reed;Low Energy
Blue In Green;Miles Davis;Low Energy
Monsters Of The Id;Mose Allison;Low Energy
Western Hero;Neil Young And Crazy Horse;Low Energy
Dragaicuta;Panacea;Low Energy
I Shall Believe;Sheryl Crow;Low Energy
Music Of Waters;Shira Kammen;Low Energy
The Only Living Boy In New York;Simon And Garfunkel;Low Energy
Cruisin;Smokey Robinson;Low Energy
Big Lie Small World;Sting;Low Energy
Christiansands;Tricky;Low Energy
And It Stoned Me;Van Morrison;Low Energy
I Fought The Law;Bobby Fuller Four;Major
Say You Love Me;Fleetwood Mac;Major
Hammering In My Head;Garbage;Major
River Deep Mountain High;Ike And Tina Turner;Major
Deuce;Kiss;Major
Gimme That Wine;Lambert Hendricks And Ross;Major
A Little Bit Me A Little Bit You;Monkees;Major
Supersonic;Oasis;Major
Livin For The Weekend;Ojays;Major
Give It Away;Red Hot Chili Peppers;Major
Answering Machine;Replacements;Major
Nearly Lost You;Screaming Trees;Major
I Shall Believe;Sheryl Crow;Major
The Only Living Boy In New York;Simon And Garfunkel;Major
Stop;Spice Girls;Major
Pulling Mussels From The Shell;Squeeze;Major
Elenore;Turtles;Major
The Long Cut;Uncle Tupelo;Major
Baby Lets Wait;Young Rascals;Major
You Dont Care;Arthur Alexander;Male Lead Vocals
Windy;Association;Male Lead Vocals
We Didnt Start The Fire;Billy Joel;Male Lead Vocals
Turn The Page;Bob Seger;Male Lead Vocals
I Fought The Law;Bobby Fuller Four;Male Lead Vocals
Cuts Like A Knife;Bryan Adams;Male Lead Vocals
Mr. Soul;Buffalo Springfield;Male Lead Vocals
Woo Hah Got You All In Check;Busta Rhymes;Male Lead Vocals
Perhaps, Perhaps, Perhaps;Cake;Male Lead Vocals
Matchbox;Carl Perkins;Male Lead Vocals
Lost In The Supermarket;Clash;Male Lead Vocals
Lowrider;Cypress Hill;Male Lead Vocals
Eye Know;De La Soul;Male Lead Vocals
Tribulation;Dennis Brown;Male Lead Vocals
World In My Eyes;Depeche Mode;Male Lead Vocals
Barely Breathing;Duncan Sheik;Male Lead Vocals
September;Earth Wind And Fire;Male Lead Vocals
Break My Mind;Flying Burrito Brothers;Male Lead Vocals
Whats The Ugliest Part Of Your Body;Frank Zappa;Male Lead Vocals
1000 Wedding;Gram Parsons;Male Lead Vocals
Les Vieux;Jacques Brel;Male Lead Vocals
Been Caught Stealing;Janes Addiction;Male Lead Vocals
Great Balls Of Fire;Jerry Lee Lewis;Male Lead Vocals
Highway Chile;Jimi Hendrix;Male Lead Vocals
Boom Boom;John Lee Hooker;Male Lead Vocals
The Man Comes Around;Johnny Cash;Male Lead Vocals
Deuce;Kiss;Male Lead Vocals
Funky Stuff;Kool And The Gang;Male Lead Vocals
Gimme That Wine;Lambert Hendricks And Ross;Male Lead Vocals
Walk On The Wild Side;Lou Reed;Male Lead Vocals
Hotter Than That;Louis Armstrong;Male Lead Vocals
Bound To Fall;Manassas;Male Lead Vocals
Whats Going On;Marvin Gaye;Male Lead Vocals
A Little Bit Me A Little Bit You;Monkees;Male Lead Vocals
Monsters Of The Id;Mose Allison;Male Lead Vocals
Western Hero;Neil Young And Crazy Horse;Male Lead Vocals
I M Alive;Nova Express;Male Lead Vocals
Supersonic;Oasis;Male Lead Vocals
Livin For The Weekend;Ojays;Male Lead Vocals
Yellow Ledbetter;Pearl Jam;Male Lead Vocals
What S Wrong With My Footm;Pizzle;Male Lead Vocals
Jerry Was A Race Car Driver;Primus;Male Lead Vocals
Maggies Farm;Rage Against The Machine;Male Lead Vocals
Hit The Road Jack;Ray Charles;Male Lead Vocals
Give It Away;Red Hot Chili Peppers;Male Lead Vocals
Answering Machine;Replacements;Male Lead Vocals
Running Scared;Roy Orbison;Male Lead Vocals
Nearly Lost You;Screaming Trees;Male Lead Vocals
Rocket;Smashing Pumpkins;Male Lead Vocals
Cruisin;Smokey Robinson;Male Lead Vocals
Teen Age Riot;Sonic Youth;Male Lead Vocals
Gimme Some Lovin;Spencer Davis Group;Male Lead Vocals
Pulling Mussels From The Shell;Squeeze;Male Lead Vocals
Pride And Joy;Stevie Ray Vaughan;Male Lead Vocals
Big Lie Small World;Sting;Male Lead Vocals
Headstart For Happiness;Style Council;Male Lead Vocals
Fox On The Run;Sweet;Male Lead Vocals
Everybody Wants To Rule The World;Tears For Fears;Male Lead Vocals
I Should Be Allowed To Think;They Might Be Giants;Male Lead Vocals
Dont Believe A Word;Thin Lizzy;Male Lead Vocals
I Wont Back Down;Tom Petty;Male Lead Vocals
Pearly Queen;Traffic;Male Lead Vocals
Christiansands;Tricky;Male Lead Vocals
Elenore;Turtles;Male Lead Vocals
The Long Cut;Uncle Tupelo;Male Lead Vocals
And It Stoned Me;Van Morrison;Male Lead Vocals
Nocturne;West Exit;Male Lead Vocals
Pressure;Wicked Boy;Male Lead Vocals
Leave It;Yes;Male Lead Vocals
Tom Courtenay;Yo La Tengo;Male Lead Vocals
Baby Lets Wait;Young Rascals;Male Lead Vocals
Sexy Boy;Air;Mellow
Windy;Association;Mellow
Brick;Ben Folds Five;Mellow
Enter From The East;Jewel;Mellow
Boom Boom;John Lee Hooker;Mellow
The Man Comes Around;Johnny Cash;Mellow
Walk On The Wild Side;Lou Reed;Mellow
Blue In Green;Miles Davis;Mellow
Monsters Of The Id;Mose Allison;Mellow
Western Hero;Neil Young And Crazy Horse;Mellow
Smooth Operator;Sade;Mellow
Music Of Waters;Shira Kammen;Mellow
The Only Living Boy In New York;Simon And Garfunkel;Mellow
Stop;Spice Girls;Mellow
Big Lie Small World;Sting;Mellow
Everybody Wants To Rule The World;Tears For Fears;Mellow
I Should Be Allowed To Think;They Might Be Giants;Mellow
Wild Spring Apples;Touchinggrace;Mellow
Tom Courtenay;Yo La Tengo;Mellow
Baby Lets Wait;Young Rascals;Mellow
Cannonball;Breeders;Metal
I M Alive;Nova Express;Metal
Yellow Ledbetter;Pearl Jam;Metal
What S Wrong With My Footm;Pizzle;Metal
Jerry Was A Race Car Driver;Primus;Metal
Answering Machine;Replacements;Metal
Brick;Ben Folds Five;Minor
Turn The Page;Bob Seger;Minor
Barely Breathing;Duncan Sheik;Minor
Been Caught Stealing;Janes Addiction;Minor
Highway Chile;Jimi Hendrix;Minor
Words Of Love;Mamas And The Papas;Minor
Monsters Of The Id;Mose Allison;Minor
What S Wrong With My Footm;Pizzle;Minor
Big Lie Small World;Sting;Minor
Dont Believe A Word;Thin Lizzy;Minor
Nocturne;West Exit;Minor
Wise Up;Aimee Mann;Morose
Brick;Ben Folds Five;Morose
Turn The Page;Bob Seger;Morose
Cuts Like A Knife;Bryan Adams;Morose
Garden;Cargo Cult;Morose
Lost In The Supermarket;Clash;Morose
World In My Eyes;Depeche Mode;Morose
Lost;Emma S Mini;Morose
Take A Message To Mary;Everly Brothers;Morose
1000 Wedding;Gram Parsons;Morose
Enter From The East;Jewel;Morose
Highway Chile;Jimi Hendrix;Morose
Solipsism;Joram;Morose
Walk On The Wild Side;Lou Reed;Morose
Monsters Of The Id;Mose Allison;Morose
Western Hero;Neil Young And Crazy Horse;Morose
I M Alive;Nova Express;Morose
Dragaicuta;Panacea;Morose
Yellow Ledbetter;Pearl Jam;Morose
What S Wrong With My Footm;Pizzle;Morose
Jerry Was A Race Car Driver;Primus;Morose
Maggies Farm;Rage Against The Machine;Morose
Answering Machine;Replacements;Morose
Running Scared;Roy Orbison;Morose
Nearly Lost You;Screaming Trees;Morose
I Shall Believe;Sheryl Crow;Morose
Music Of Waters;Shira Kammen;Morose
Rocket;Smashing Pumpkins;Morose
Dont Believe A Word;Thin Lizzy;Morose
Christiansands;Tricky;Morose
The Long Cut;Uncle Tupelo;Morose
And It Stoned Me;Van Morrison;Morose
Pressure;Wicked Boy;Morose
Tom Courtenay;Yo La Tengo;Morose
Baby Lets Wait;Young Rascals;Morose
Wise Up;Aimee Mann;Negative
You Dont Care;Arthur Alexander;Negative
Brick;Ben Folds Five;Negative
Turn The Page;Bob Seger;Negative
Cuts Like A Knife;Bryan Adams;Negative
Mr. Soul;Buffalo Springfield;Negative
Garden;Cargo Cult;Negative
Lost;Emma S Mini;Negative
Take A Message To Mary;Everly Brothers;Negative
1000 Wedding;Gram Parsons;Negative
Highway Chile;Jimi Hendrix;Negative
Words Of Love;Mamas And The Papas;Negative
Monsters Of The Id;Mose Allison;Negative
Western Hero;Neil Young And Crazy Horse;Negative
I M Alive;Nova Express;Negative
Dragaicuta;Panacea;Negative
What S Wrong With My Footm;Pizzle;Negative
Jerry Was A Race Car Driver;Primus;Negative
Running Scared;Roy Orbison;Negative
Nearly Lost You;Screaming Trees;Negative
Dont Believe A Word;Thin Lizzy;Negative
Christiansands;Tricky;Negative
Pressure;Wicked Boy;Negative
Brick;Ben Folds Five;Negative Feelings
Turn The Page;Bob Seger;Negative Feelings
Cuts Like A Knife;Bryan Adams;Negative Feelings
Take A Message To Mary;Everly Brothers;Negative Feelings
1000 Wedding;Gram Parsons;Negative Feelings
Deuce;Kiss;Negative Feelings
Bound To Fall;Manassas;Negative Feelings
Monsters Of The Id;Mose Allison;Negative Feelings
Dragaicuta;Panacea;Negative Feelings
What S Wrong With My Footm;Pizzle;Negative Feelings
Maggies Farm;Rage Against The Machine;Negative Feelings
Running Scared;Roy Orbison;Negative Feelings
Nearly Lost You;Screaming Trees;Negative Feelings
Dont Believe A Word;Thin Lizzy;Negative Feelings
Christiansands;Tricky;Negative Feelings
Pressure;Wicked Boy;Negative Feelings
Baby Lets Wait;Young Rascals;Negative Feelings
S.O.S.;Abba;Normal
Wise Up;Aimee Mann;Normal
You Dont Care;Arthur Alexander;Normal
Windy;Association;Normal
Brick;Ben Folds Five;Normal
Turn The Page;Bob Seger;Normal
I Fought The Law;Bobby Fuller Four;Normal
Mr. Soul;Buffalo Springfield;Normal
Woo Hah Got You All In Check;Busta Rhymes;Normal
Matchbox;Carl Perkins;Normal
Le Freak;Chic;Normal
Lost In The Supermarket;Clash;Normal
Money Changes Everything;Cyndi Lauper;Normal
Tribulation;Dennis Brown;Normal
Barely Breathing;Duncan Sheik;Normal
September;Earth Wind And Fire;Normal
Lost;Emma S Mini;Normal
Take A Message To Mary;Everly Brothers;Normal
Say You Love Me;Fleetwood Mac;Normal
Break My Mind;Flying Burrito Brothers;Normal
1000 Wedding;Gram Parsons;Normal
River Deep Mountain High;Ike And Tina Turner;Normal
Going In;Jade Leary;Normal
Miss You Much;Janet Jackson;Normal
Great Balls Of Fire;Jerry Lee Lewis;Normal
Highway Chile;Jimi Hendrix;Normal
Deuce;Kiss;Normal
Gimme That Wine;Lambert Hendricks And Ross;Normal
Bound To Fall;Manassas;Normal
Whats Going On;Marvin Gaye;Normal
Blue In Green;Miles Davis;Normal
A Little Bit Me A Little Bit You;Monkees;Normal
Golden Key;Monoide;Normal
Western Hero;Neil Young And Crazy Horse;Normal
Supersonic;Oasis;Normal
Livin For The Weekend;Ojays;Normal
Yellow Ledbetter;Pearl Jam;Normal
What S Wrong With My Footm;Pizzle;Normal
Maggies Farm;Rage Against The Machine;Normal
Smooth Operator;Sade;Normal
Nearly Lost You;Screaming Trees;Normal
The One;Shakira;Normal
I Shall Believe;Sheryl Crow;Normal
Music Of Waters;Shira Kammen;Normal
The Only Living Boy In New York;Simon And Garfunkel;Normal
Rocket;Smashing Pumpkins;Normal
Cruisin;Smokey Robinson;Normal
Gimme Some Lovin;Spencer Davis Group;Normal
Stop;Spice Girls;Normal
Pride And Joy;Stevie Ray Vaughan;Normal
Big Lie Small World;Sting;Normal
Headstart For Happiness;Style Council;Normal
Fox On The Run;Sweet;Normal
Everybody Wants To Rule The World;Tears For Fears;Normal
I Should Be Allowed To Think;They Might Be Giants;Normal
I Wont Back Down;Tom Petty;Normal
Wild Spring Apples;Touchinggrace;Normal
The Long Cut;Uncle Tupelo;Normal
And It Stoned Me;Van Morrison;Normal
Nocturne;West Exit;Normal
Leave It;Yes;Normal
Baby Lets Wait;Young Rascals;Normal
S.O.S.;Abba;Not Angry - Agressive
Wise Up;Aimee Mann;Not Angry - Agressive
You Dont Care;Arthur Alexander;Not Angry - Agressive
Windy;Association;Not Angry - Agressive
Brick;Ben Folds Five;Not Angry - Agressive
Turn The Page;Bob Seger;Not Angry - Agressive
Matchbox;Carl Perkins;Not Angry - Agressive
Le Freak;Chic;Not Angry - Agressive
Lost In The Supermarket;Clash;Not Angry - Agressive
Eye Know;De La Soul;Not Angry - Agressive
World In My Eyes;Depeche Mode;Not Angry - Agressive
Barely Breathing;Duncan Sheik;Not Angry - Agressive
September;Earth Wind And Fire;Not Angry - Agressive
Take A Message To Mary;Everly Brothers;Not Angry - Agressive
Say You Love Me;Fleetwood Mac;Not Angry - Agressive
Whats The Ugliest Part Of Your Body;Frank Zappa;Not Angry - Agressive
1000 Wedding;Gram Parsons;Not Angry - Agressive
River Deep Mountain High;Ike And Tina Turner;Not Angry - Agressive
Les Vieux;Jacques Brel;Not Angry - Agressive
Going In;Jade Leary;Not Angry - Agressive
Miss You Much;Janet Jackson;Not Angry - Agressive
Great Balls Of Fire;Jerry Lee Lewis;Not Angry - Agressive
Enter From The East;Jewel;Not Angry - Agressive
Boom Boom;John Lee Hooker;Not Angry - Agressive
The Man Comes Around;Johnny Cash;Not Angry - Agressive
Funky Stuff;Kool And The Gang;Not Angry - Agressive
Gimme That Wine;Lambert Hendricks And Ross;Not Angry - Agressive
Walk On The Wild Side;Lou Reed;Not Angry - Agressive
Hotter Than That;Louis Armstrong;Not Angry - Agressive
Bound To Fall;Manassas;Not Angry - Agressive
Whats Going On;Marvin Gaye;Not Angry - Agressive
Blue In Green;Miles Davis;Not Angry - Agressive
A Little Bit Me A Little Bit You;Monkees;Not Angry - Agressive
Golden Key;Monoide;Not Angry - Agressive
Western Hero;Neil Young And Crazy Horse;Not Angry - Agressive
Livin For The Weekend;Ojays;Not Angry - Agressive
Running Scared;Roy Orbison;Not Angry - Agressive
Smooth Operator;Sade;Not Angry - Agressive
The One;Shakira;Not Angry - Agressive
I Shall Believe;Sheryl Crow;Not Angry - Agressive
Music Of Waters;Shira Kammen;Not Angry - Agressive
The Only Living Boy In New York;Simon And Garfunkel;Not Angry - Agressive
Rocket;Smashing Pumpkins;Not Angry - Agressive
Cruisin;Smokey Robinson;Not Angry - Agressive
Gimme Some Lovin;Spencer Davis Group;Not Angry - Agressive
Stop;Spice Girls;Not Angry - Agressive
Pulling Mussels From The Shell;Squeeze;Not Angry - Agressive
Pride And Joy;Stevie Ray Vaughan;Not Angry - Agressive
Big Lie Small World;Sting;Not Angry - Agressive
Headstart For Happiness;Style Council;Not Angry - Agressive
Fox On The Run;Sweet;Not Angry - Agressive
Everybody Wants To Rule The World;Tears For Fears;Not Angry - Agressive
I Should Be Allowed To Think;They Might Be Giants;Not Angry - Agressive
I Wont Back Down;Tom Petty;Not Angry - Agressive
Wild Spring Apples;Touchinggrace;Not Angry - Agressive
The Long Cut;Uncle Tupelo;Not Angry - Agressive
And It Stoned Me;Van Morrison;Not Angry - Agressive
Nocturne;West Exit;Not Angry - Agressive
Leave It;Yes;Not Angry - Agressive
Tom Courtenay;Yo La Tengo;Not Angry - Agressive
Baby Lets Wait;Young Rascals;Not Angry - Agressive
S.O.S.;Abba;Not Calming
We Didnt Start The Fire;Billy Joel;Not Calming
Cannonball;Breeders;Not Calming
Cuts Like A Knife;Bryan Adams;Not Calming
Matchbox;Carl Perkins;Not Calming
Le Freak;Chic;Not Calming
Money Changes Everything;Cyndi Lauper;Not Calming
Barely Breathing;Duncan Sheik;Not Calming
Going In;Jade Leary;Not Calming
Been Caught Stealing;Janes Addiction;Not Calming
Great Balls Of Fire;Jerry Lee Lewis;Not Calming
Highway Chile;Jimi Hendrix;Not Calming
Deuce;Kiss;Not Calming
Funky Stuff;Kool And The Gang;Not Calming
Words Of Love;Mamas And The Papas;Not Calming
A Little Bit Me A Little Bit You;Monkees;Not Calming
I M Alive;Nova Express;Not Calming
Supersonic;Oasis;Not Calming
Livin For The Weekend;Ojays;Not Calming
What S Wrong With My Footm;Pizzle;Not Calming
Jerry Was A Race Car Driver;Primus;Not Calming
Maggies Farm;Rage Against The Machine;Not Calming
Give It Away;Red Hot Chili Peppers;Not Calming
Answering Machine;Replacements;Not Calming
Nearly Lost You;Screaming Trees;Not Calming
Rocket;Smashing Pumpkins;Not Calming
Teen Age Riot;Sonic Youth;Not Calming
Gimme Some Lovin;Spencer Davis Group;Not Calming
Pride And Joy;Stevie Ray Vaughan;Not Calming
Headstart For Happiness;Style Council;Not Calming
Pearly Queen;Traffic;Not Calming
Pressure;Wicked Boy;Not Calming
Leave It;Yes;Not Calming
Wise Up;Aimee Mann;Not Happy
You Dont Care;Arthur Alexander;Not Happy
Brick;Ben Folds Five;Not Happy
Turn The Page;Bob Seger;Not Happy
Take A Message To Mary;Everly Brothers;Not Happy
1000 Wedding;Gram Parsons;Not Happy
Words Of Love;Mamas And The Papas;Not Happy
Monsters Of The Id;Mose Allison;Not Happy
Western Hero;Neil Young And Crazy Horse;Not Happy
Dragaicuta;Panacea;Not Happy
Yellow Ledbetter;Pearl Jam;Not Happy
What S Wrong With My Footm;Pizzle;Not Happy
Maggies Farm;Rage Against The Machine;Not Happy
Hit The Road Jack;Ray Charles;Not Happy
Answering Machine;Replacements;Not Happy
Running Scared;Roy Orbison;Not Happy
Nearly Lost You;Screaming Trees;Not Happy
Music Of Waters;Shira Kammen;Not Happy
The Only Living Boy In New York;Simon And Garfunkel;Not Happy
Rocket;Smashing Pumpkins;Not Happy
Big Lie Small World;Sting;Not Happy
Dont Believe A Word;Thin Lizzy;Not Happy
Christiansands;Tricky;Not Happy
Pressure;Wicked Boy;Not Happy
Baby Lets Wait;Young Rascals;Not Happy
Cannonball;Breeders;Not Likeable
Cuts Like A Knife;Bryan Adams;Not Likeable
World In My Eyes;Depeche Mode;Not Likeable
1000 Wedding;Gram Parsons;Not Likeable
Miss You Much;Janet Jackson;Not Likeable
Rocket;Smashing Pumpkins;Not Likeable
Stop;Spice Girls;Not Likeable
Dont Believe A Word;Thin Lizzy;Not Likeable
Pressure;Wicked Boy;Not Likeable
Baby Lets Wait;Young Rascals;Not Likeable
Cannonball;Breeders;Not Recommended
Cuts Like A Knife;Bryan Adams;Not Recommended
Eye Know;De La Soul;Not Recommended
World In My Eyes;Depeche Mode;Not Recommended
Whats The Ugliest Part Of Your Body;Frank Zappa;Not Recommended
1000 Wedding;Gram Parsons;Not Recommended
Miss You Much;Janet Jackson;Not Recommended
Deuce;Kiss;Not Recommended
What S Wrong With My Footm;Pizzle;Not Recommended
Running Scared;Roy Orbison;Not Recommended
Music Of Waters;Shira Kammen;Not Recommended
Stop;Spice Girls;Not Recommended
Pulling Mussels From The Shell;Squeeze;Not Recommended
Dont Believe A Word;Thin Lizzy;Not Recommended
Wild Spring Apples;Touchinggrace;Not Recommended
Christiansands;Tricky;Not Recommended
And It Stoned Me;Van Morrison;Not Recommended
Nocturne;West Exit;Not Recommended
Pressure;Wicked Boy;Not Recommended
Baby Lets Wait;Young Rascals;Not Recommended
S.O.S.;Abba;Not Sad
Windy;Association;Not Sad
We Didnt Start The Fire;Billy Joel;Not Sad
I Fought The Law;Bobby Fuller Four;Not Sad
Cuts Like A Knife;Bryan Adams;Not Sad
Le Freak;Chic;Not Sad
Lowrider;Cypress Hill;Not Sad
Eye Know;De La Soul;Not Sad
World In My Eyes;Depeche Mode;Not Sad
September;Earth Wind And Fire;Not Sad
Whats The Ugliest Part Of Your Body;Frank Zappa;Not Sad
Been Caught Stealing;Janes Addiction;Not Sad
Miss You Much;Janet Jackson;Not Sad
Great Balls Of Fire;Jerry Lee Lewis;Not Sad
Highway Chile;Jimi Hendrix;Not Sad
Boom Boom;John Lee Hooker;Not Sad
The Man Comes Around;Johnny Cash;Not Sad
Solipsism;Joram;Not Sad
Funky Stuff;Kool And The Gang;Not Sad
Gimme That Wine;Lambert Hendricks And Ross;Not Sad
Walk On The Wild Side;Lou Reed;Not Sad
Hotter Than That;Louis Armstrong;Not Sad
Bound To Fall;Manassas;Not Sad
I M Alive;Nova Express;Not Sad
Supersonic;Oasis;Not Sad
Livin For The Weekend;Ojays;Not Sad
What S Wrong With My Footm;Pizzle;Not Sad
Jerry Was A Race Car Driver;Primus;Not Sad
Give It Away;Red Hot Chili Peppers;Not Sad
Answering Machine;Replacements;Not Sad
Nearly Lost You;Screaming Trees;Not Sad
Rocket;Smashing Pumpkins;Not Sad
Cruisin;Smokey Robinson;Not Sad
Gimme Some Lovin;Spencer Davis Group;Not Sad
Stop;Spice Girls;Not Sad
Pulling Mussels From The Shell;Squeeze;Not Sad
Pride And Joy;Stevie Ray Vaughan;Not Sad
Headstart For Happiness;Style Council;Not Sad
Fox On The Run;Sweet;Not Sad
Everybody Wants To Rule The World;Tears For Fears;Not Sad
I Should Be Allowed To Think;They Might Be Giants;Not Sad
Yedi Tekrar;Tim Rayborn;Not Sad
I Wont Back Down;Tom Petty;Not Sad
Elenore;Turtles;Not Sad
Leave It;Yes;Not Sad
Le Freak;Chic;Party
Lowrider;Cypress Hill;Party
Been Caught Stealing;Janes Addiction;Party
Funky Stuff;Kool And The Gang;Party
Golden Key;Monoide;Party
Monsters Of The Id;Mose Allison;Party
Livin For The Weekend;Ojays;Party
Give It Away;Red Hot Chili Peppers;Party
Gimme Some Lovin;Spencer Davis Group;Party
Elenore;Turtles;Party
S.O.S.;Abba;Piano
Wise Up;Aimee Mann;Piano
Brick;Ben Folds Five;Piano
Matchbox;Carl Perkins;Piano
Say You Love Me;Fleetwood Mac;Piano
1000 Wedding;Gram Parsons;Piano
Les Vieux;Jacques Brel;Piano
